keyword,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,cluster_label
악뮤,0.199,2016,0.686,Jung Seung Hwan,0.387,272847,0.515,0,5i6gHFXg4aLK5xvc2jJJC5,0.0,2,0.16,-5.529,1,If It Is You,61,2016-05-31,0.0338,135.221,8
악뮤,0.454,2013,0.346,AKMU,0.709,184581,0.537,0,4qq0ollpjI9dcG9q4KMWuB,0.0,0,0.252,-3.792,1,I Love You,49,2013-04-24,0.0313,124.883,10
악뮤,0.731,2023,0.0354,"BSS, Peder Elias",0.833,195133,0.555,0,6tAPw1Rtt3SGEOm6ohYi8l,0.0,8,0.113,-5.18,1,7PM (Feat. Peder Elias),68,2023-02-06,0.0566,120.006,0
악뮤,0.841,2016,0.597,10CM,0.865,205752,0.37,0,1fr9b1MIyas7cpt1QY3h9d,0.0,1,0.117,-5.739,1,What The Spring??,53,2016-04-01,0.0327,94.027,10
악뮤,0.239,2022,0.443,BIGBANG,0.68,188369,0.584,0,3TSLqZssCoCdDlMhCJ08XW,0.0,8,0.0628,-4.457,1,Still Life,60,2022-04-05,0.034,118.06,8
악뮤,0.573,2020,0.179,Gaho,0.595,202440,0.816,0,5TeDIQrpwWtLWaFfzLH0hh,0.0,4,0.129,-3.552,1,시작,65,2020-02-01,0.0743,108.115,10
악뮤,0.609,2023,0.138,AKMU,0.845,204577,0.557,0,6f4CAdAmrOfGH3FOfwHMSV,5.22e-06,2,0.23,-5.549,1,Fry’s Dream,56,2023-08-21,0.0423,124.949,10
악뮤,0.25,2017,0.787,G-DRAGON,0.389,222868,0.467,0,5FxasBmho2yEvgXrzp9MMW,1.39e-05,4,0.129,-5.126,1,"Untitled, 2014 - KR Ver.",38,2017-06-09,0.0347,77.943,8
악뮤,0.12,2019,0.877,HEIZE,0.404,225786,0.166,0,2oVHb8wyg6oC2iNpGBNvx1,0.0,9,0.101,-10.689,1,내 맘을 볼 수 있나요,62,2019-07-28,0.0355,131.714,8
악뮤,0.644,2021,0.351,JOY,0.392,218880,0.894,0,3cGp1jXxLReLKz7QgVbWZR,0.0,2,0.349,-1.399,1,Hello,61,2021-05-31,0.0459,185.869,2
악뮤,0.922,2023,0.103,"BSS, Lee Young Ji",0.707,204467,0.86,0,7eBpUuPnDTfbeP1P4P93CS,0.0,11,0.0989,-2.935,0,Fighting (Feat. Lee Young Ji),72,2023-02-06,0.191,152.026,0
