keyword,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,cluster_label
화남,0.843,2009,0.303,MARINA,0.669,198960,0.712,0,6lKRMylSZMtA7EqPl0pcdI,0.0,0,0.0755,-4.992,1,Are You Satisfied?,69,2009-07-15,0.0412,124.009,10
화남,0.557,1997,0.133,Insane Clown Posse,0.571,260200,0.909,1,3EA2bm1FrvW2HM1anselr1,5.33e-06,0,0.25,-3.774,1,Halls Of Illusions,58,1997-01-01,0.287,175.996,4
화남,0.54,1995,0.000367,White Zombie,0.673,268760,0.911,1,1NbJFhkVdD47YZ2IojKkJi,0.628,1,0.101,-6.725,1,More Human Than Human,60,1995,0.0707,101.467,4
화남,0.352,2004,0.000116,Papa Roach,0.564,191373,0.968,0,1x0AirtLjfVquI0A9iBVep,3.97e-05,1,0.226,-3.75,1,Getting Away With Murder,63,2004-01-01,0.0631,103.885,2
화남,0.55,2009,0.000165,Breaking Benjamin,0.533,216733,0.955,0,2yXyz4NLTZx9CLdXfLTp5E,1.36e-05,8,0.38,-3.708,1,I Will Not Bow,71,2009-01-01,0.0653,107.984,2
화남,0.348,2004,0.0177,Slipknot,0.291,278600,0.974,0,6wqJeItl3Vc3az4ZicSQAB,5.44e-06,6,0.886,-2.997,0,Before I Forget,77,2004,0.171,134.724,6
화남,0.323,2020,0.143,Halsey,0.591,205473,0.585,1,7lidXGPXPYLNThITAOTlkK,0.0,2,0.109,-6.35,1,You should be sad,70,2020-01-17,0.0276,110.943,4
화남,0.354,2018,0.000424,XXXTENTACION,0.695,93447,0.686,1,6r7ULK6c5CLVvImjTIztl1,0.0023,9,0.365,-8.147,0,Floor 555,69,2018-03-16,0.0478,105.219,4
화남,0.381,2002,0.0411,t.A.T.u.,0.527,214440,0.834,1,4bJygwUKrRgq1stlNXcgMg,0.00599,5,0.105,-5.767,0,All The Things She Said,77,2002,0.0474,179.92,4
화남,0.441,2003,0.000386,Linkin Park,0.451,213933,0.951,0,3fjmSxt0PskST13CSdBUFx,2.56e-06,1,0.261,-3.754,1,Somewhere I Belong,76,2003-09-16,0.0645,162.041,2
