keyword,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,cluster_label
real,0.326,2022,0.95,Y3NO,0.361,181812,0.315,0,05yMI9iUWhBckRhwonizus,0.262,0,0.106,-17.866,0,Twice as Bright (intro),44,2022-09-15,0.039,152.584,8
real,0.0391,2022,0.983,unc0ver,0.413,74867,0.0326,0,4MHyNLedBZMjeZ8i2Bbb8T,0.747,10,0.111,-26.931,1,loneliness.,45,2022-05-12,0.0262,79.002,11
real,0.0309,2022,0.87,SymphoCat,0.0998,170000,0.04,0,0CEQAgaOtbhVlxzIlgdJ66,0.945,3,0.103,-29.406,0,Long Whale Song (Short Version),51,2022-10-14,0.041,75.618,11
real,0.506,2023,0.995,Goomp,0.721,223379,0.0507,0,6BXpEKQFQUVyLbEbnk0WzW,0.938,10,0.105,-32.101,1,September Instrumental - Slowed,0,2023-02-27,0.0446,120.228,11
real,0.462,2022,0.992,Hqte,0.277,509932,0.196,0,49CZ9IDIqMcMESDuggPFMh,0.958,4,0.126,-25.373,1,Clairvoyant (intro) - 2022 Remastered Version,45,2022-07-09,0.0549,116.387,11
real,0.277,2022,0.985,tado,0.468,94447,0.163,0,2FVOoDYlV0NgNBRqo1wiur,0.824,1,0.166,-23.135,0,everything against me,0,2022-12-07,0.0468,163.796,11
real,0.0377,2023,0.854,daniel.mp3,0.333,150808,0.128,0,6MmzfVsBO6CefWQrwbzcCK,0.646,5,0.14,-21.378,1,end of the world (Slowed & Reverb Version),31,2023-01-03,0.0399,113.043,11
real,0.136,2022,0.707,mxpheebz,0.607,193910,0.265,0,5QULCdTzKQY46QNNMXMWa6,0.936,1,0.0924,-17.303,1,The Beach (Instrumental Sped Up),45,2022-09-15,0.0298,81.909,11
real,0.49,2022,0.0195,james king,0.364,112091,0.0112,0,3Hxpj093qDeRPrEfvTyVWo,0.971,3,0.14,-30.237,0,i hate this (slowed + reverb),32,2022-06-18,0.0466,46.567,11
real,0.0334,2022,0.957,"MADEBYGODES, Sedogy Bedam",0.0868,77262,0.0184,0,3g4KjrkyzdPyKW7iMBb6Zs,0.834,9,0.0867,-33.516,1,forgotten thoughts - nightcore,58,2022-11-11,0.0483,64.318,11
